3156	=	7392
1878	=	12071
2506	=	9584
2096	=	14564
127	=	4718
2652	=	6061
1791	=	7564
1114	=	11616
3794	=	2268
2465	=	5681
2650	=	6432
1790	=	8418
331	=	14812
3791	=	2941
3828	=	5451
3224	=	3879
3201	=	4322
3299	=	5012
3243	=	3918
2878	=	4444
1610	=	10222
1722	=	10696
4242	=	2794
2660	=	3816
4160	=	3830
3400	=	9484
2251	=	4144
1502	=	13061
1345	=	8952
4045	=	3316
2596	=	7134
1988	=	9508
4222	=	2629
3012	=	3514
3038	=	2641
2824	=	8463
2253	=	10964
394	=	12980
2833	=	5078
1297	=	13754
1359	=	11724
1284	=	18078
993	=	39686
893	=	24385
2480	=	9969
3533	=	5895
843	=	23013
3348	=	2829
80	=	40151
2399	=	10176
1925	=	9595
1752	=	7568
3282	=	3238
1085	=	15303
4300	=	2111
3543	=	4161
2148	=	9408
3875	=	4567
3342	=	3778
326	=	8742
3549	=	3523
3166	=	6623
4516	=	2027
2206	=	8277
1726	=	6016
3144	=	4221
3755	=	4422
835	=	22672
2765	=	4707
2508	=	5541
3557	=	3693
1625	=	7766
658	=	27192
1787	=	9740
3035	=	4583
2014	=	6147
3690	=	3895
280	=	30271
2553	=	7152
1023	=	15436
3446	=	2402
3500	=	3239
42	=	7365
1121	=	13648
2547	=	9440
3921	=	3147
3115	=	2375
3512	=	2815
2828	=	6839
3756	=	2855
1193	=	14434
4289	=	2279
679	=	20718
813	=	16817
2143	=	9460
3842	=	4993
717	=	20172
1261	=	10394
2040	=	11014
3518	=	4982
2494	=	9357
2279	=	10466
2055	=	8823
1031	=	27342
1083	=	18625
642	=	22965
2814	=	6189
1499	=	14278
529	=	24563
1784	=	9797
751	=	20915
4205	=	2599
1638	=	7663
1713	=	11992
2643	=	4687
3879	=	3052
2952	=	5261
105	=	7703
200	=	9585
2184	=	11173
588	=	25491
1388	=	8144
3822	=	3030
1619	=	8815
4469	=	2767
1068	=	18483
379	=	26875
771	=	17123
3517	=	4275
2945	=	3079
4041	=	2844
2158	=	9633
2667	=	7921
3306	=	2571
2791	=	4283
3421	=	3162
373	=	23482
608	=	21282
2817	=	2700
1124	=	14675
916	=	21893
100	=	9738
359	=	25370
997	=	16103
1669	=	13650
75	=	53137
4282	=	2062
1997	=	7539
992	=	20282
958	=	12247
2081	=	10035
2213	=	8781
426	=	20852
917	=	26397
3532	=	2799
2414	=	11951
2571	=	8173
1590	=	8642
350	=	22493
2657	=	6385
2995	=	5829
3221	=	3746
1595	=	6856
3286	=	4022
2477	=	5800
1934	=	8872
657	=	25123
267	=	18601
2959	=	8492
3830	=	2811
2756	=	4533
2422	=	8340
2522	=	5694
2565	=	6766
2811	=	7884
3470	=	5597
2257	=	6764
3531	=	3676
990	=	25203
3909	=	4061
3781	=	3824
3693	=	3493
4214	=	2568
600	=	26201
2372	=	7770
1025	=	26194
308	=	21953
1606	=	11458
2663	=	9071
2728	=	5354
2961	=	4865
1212	=	12057
3002	=	3202
2911	=	5879
301	=	28469
1615	=	6614
3275	=	3100
2385	=	9426
3651	=	5446
3059	=	3985
497	=	28909
1554	=	8284
1392	=	10834
1279	=	16842
943	=	17454
966	=	16913
1091	=	14698
1584	=	10140
3513	=	3380
414	=	17669
2234	=	9678
1995	=	7888
1136	=	14787
583	=	26276
3303	=	4377
3597	=	2832
2831	=	5283
3149	=	3943
2888	=	5495
3208	=	7923
4025	=	2891
1548	=	11572
1668	=	8308
177	=	4411
137	=	19313
915	=	19018
155	=	28120
2176	=	14168
2412	=	5164
289	=	27671
3783	=	2964
795	=	20305
3165	=	3262
861	=	14935
2381	=	11807
3973	=	3420
2504	=	7369
2425	=	7381
4655	=	2691
1618	=	9051
3745	=	3974
816	=	21220
3305	=	2165
4206	=	3380
3983	=	4125
2428	=	7125
286	=	21093
437	=	10658
1007	=	19682
2077	=	7562
1178	=	14511
3605	=	3321
531	=	26599
3996	=	2551
2655	=	6944
2949	=	2854
1314	=	12248
1292	=	16296
837	=	23055
1682	=	9316
1661	=	11740
2798	=	5810
3213	=	5342
776	=	25399
1133	=	16975
3990	=	2935
1311	=	10636
3472	=	3610
665	=	36946
1120	=	14571
1381	=	8266
1493	=	7255
1358	=	10616
1447	=	10161
1287	=	15871
1671	=	10821
1054	=	19083
314	=	25492
2464	=	5934
1539	=	13499
1629	=	8846
2764	=	3176
2118	=	11886
3322	=	6688
4151	=	2495
3495	=	3868
3740	=	3276
3199	=	3842
1691	=	12323
5107	=	2657
2290	=	16404
822	=	16706
1561	=	7856
3161	=	6354
818	=	26976
117	=	16278
189	=	5399
4038	=	3449
386	=	21017
2348	=	9595
733	=	23421
850	=	16156
1533	=	9784
1263	=	13414
2887	=	7663
4506	=	2292
1926	=	6836
2498	=	5850
2475	=	6662
1477	=	8122
2874	=	4751
1476	=	7935
3479	=	5407
3397	=	4640
1143	=	19946
1875	=	12956
1032	=	21111
162	=	22545
914	=	18724
454	=	24825
984	=	23585
3403	=	3524
2272	=	11726
3026	=	2254
4321	=	2673
438	=	17556
1894	=	11368
2199	=	8784
2288	=	9745
3618	=	5497
2832	=	8638
1057	=	22573
3204	=	4096
1215	=	14898
2105	=	9472
3215	=	3054
1130	=	13267
1753	=	10106
1653	=	13585
3552	=	3545
2304	=	15190
2315	=	6462
3268	=	6713
3587	=	3164
2689	=	6195
313	=	16800
3131	=	2164
3659	=	5322
5094	=	2530
3717	=	3198
1338	=	8602
2330	=	13654
2601	=	8906
1267	=	15305
3744	=	4058
405	=	16887
3096	=	4595
2598	=	7185
3497	=	3067
1743	=	6970
2808	=	5145
4161	=	2667
2313	=	9131
456	=	17138
492	=	23787
591	=	24742
2688	=	5337
1422	=	10512
2644	=	4947
1088	=	17470
343	=	23945
3463	=	6087
2706	=	4997
712	=	19353
2879	=	3829
3290	=	4647
2592	=	7762
3130	=	5115
479	=	25584
2916	=	3898
1707	=	9842
4293	=	2145
1046	=	19547
1921	=	11174
85	=	8110
4044	=	2670
1900	=	12083
3523	=	7536
3162	=	4109
1241	=	13898
3273	=	5340
3922	=	4156
577	=	19635
3720	=	5590
3135	=	4286
959	=	15389
2633	=	5366
4175	=	3608
2858	=	5573
1253	=	12635
3205	=	3235
1767	=	7106
2082	=	10378
2627	=	6748
2510	=	7579
323	=	19564
3705	=	4284
5112	=	2594
2067	=	15065
4232	=	2211
2827	=	8516
3633	=	2382
2384	=	8406
3704	=	3754
2935	=	3564
346	=	15787
744	=	26184
2295	=	12411
3077	=	2349
2367	=	9197
2190	=	9647
2473	=	7825
3102	=	4368
8	=	55716
79	=	18780
3876	=	4810
2237	=	10204
2456	=	7439
2525	=	9471
1096	=	14735
4194	=	2794
2431	=	7340
1145	=	23746
1491	=	11755
204	=	11838
1869	=	13623
1889	=	10345
4239	=	2509
4357	=	2897
1711	=	12101
2337	=	10884
3527	=	3355
2146	=	11436
1234	=	11667
4096	=	3626
3719	=	4334
2819	=	5175
3931	=	3712
128	=	4065
882	=	22788
3559	=	4421
3133	=	2560
1037	=	20285
1273	=	15135
1983	=	14968
2927	=	4170
538	=	21198
2891	=	2161
1162	=	15700
552	=	14550
3728	=	5874
336	=	19312
3976	=	3516
2548	=	6557
1666	=	9923
3356	=	3296
3276	=	6336
1578	=	6513
361	=	22492
3220	=	3057
45	=	7663
3246	=	2186
2366	=	8567
3524	=	4432
2605	=	6163
3601	=	3056
1309	=	10547
2255	=	7291
4119	=	2333
299	=	18689
1842	=	11266
4980	=	2069
617	=	20151
2638	=	7384
2580	=	7537
3291	=	3696
900	=	22674
2780	=	5656
4089	=	2437
2901	=	5432
3586	=	2785
1378	=	8667
4215	=	2221
2193	=	10467
2443	=	6324
2729	=	5731
2572	=	7744
2919	=	2849
337	=	23386
3972	=	4566
3214	=	5065
4311	=	2221
1973	=	8409
2008	=	11896
3504	=	2631
1029	=	22153
254	=	17496
83	=	45058
1978	=	8579
1664	=	9675
264	=	18959
510	=	38921
102	=	10154
2453	=	5909
1293	=	14944
4185	=	2609
186	=	4642
5259	=	2152
1412	=	9046
772	=	23174
758	=	27899
2202	=	10052
4288	=	2138
1558	=	10353
2108	=	10375
1489	=	11566
392	=	14077
3971	=	5649
2435	=	7119
1624	=	7592
345	=	21777
550	=	18823
3915	=	3606
770	=	23392
4470	=	3737
3843	=	6205
2543	=	6795
4085	=	4107
2254	=	11406
2493	=	10419
1361	=	13267
3287	=	5379
113	=	16558
3187	=	6771
2123	=	10037
3371	=	3313
1356	=	9924
3572	=	3199
3323	=	6598
3110	=	3767
197	=	7935
1403	=	10303
1058	=	24739
5319	=	2896
1454	=	7341
2583	=	7369
3540	=	5329
3169	=	4397
1727	=	9242
2483	=	6388
2503	=	5912
3151	=	4963
1390	=	7733
939	=	12547
1826	=	9358
3032	=	4382
2260	=	7219
3941	=	4459
4107	=	3236
513	=	30069
3081	=	3419
2588	=	6197
2194	=	8537
3049	=	2532
2306	=	12586
2639	=	9076
1113	=	13111
2294	=	12706
3308	=	3561
5481	=	2070
4059	=	4473
3570	=	2256
1154	=	14531
871	=	18520
1828	=	15669
930	=	15626
3878	=	3660
3701	=	7381
2774	=	4323
4118	=	3045
4386	=	2190
549	=	14605
2939	=	4329
941	=	23381
3315	=	2751
1687	=	12217
3884	=	4261
3152	=	5921
1282	=	12240
4029	=	2144
3845	=	3726
3417	=	8275
1243	=	15817
1972	=	9304
2862	=	4411
1821	=	16380
1367	=	12277
4138	=	3095
1350	=	17025
3486	=	3547
1849	=	15416
195	=	6755
3334	=	4268
3907	=	3741
3254	=	2613
2818	=	5113
2324	=	7095
1250	=	12035
3771	=	3072
1441	=	8522
4053	=	4215
3890	=	2579
3901	=	2210
3100	=	6124
